country,iata,publicName,city,latitude,longitude
Papua New Guin,PMN,Pumani,,-9.816667,149.466667
Italy,PMO,Palermo,Palermo,38.175833,13.091111
Papua New Guin,PMP,Pimaga,,-6.366667,143.55
Argentina,PMQ,"Perito Moreno, SC",,-46.535,-70.983333
New Zealand,PMR,Palmerston North,,-40.320556,175.616944
Syria,PMS,Palmyra,,34.566667,38.3
Guyana,PMT,Paramakotoi,,4.833333,-59.55
USA,PMU,"SPB, AK",Paimiut,61.966667,-160.233333
Venezuela,PMV,Porlamar,Porlamar,10.913056,-63.9675
Brazil,PMW,"Palmas, TO",,-10.29,-48.357778
USA,PMX,"Metropolitan, MA",Palmer,42.15,-72.316667
Argentina,PMY,"Puerto Madryn, CB",,-42.733333,-65.066667
Costa Rica,PMZ,Palmar Sur,,8.95,-83.483333
Spain,PNA,PAMPLONA,Pamplona,42.766667,-1.641667
Brazil,PNB,"Porto Nacional, TO",,-10.716667,-48.4
USA,PNC,"Ponca City, OK",,36.733333,-97.1
Belize,PND,Punta Gorda,,16.166667,-88.7
USA,PNE,"North Philadelphia, P",Philadelphia,40.083333,-75.016667
USA,PNF,"Peterson's Point, AK",,,
Brazil,PNG,"Paranagua, PR",,-25.516667,-48.5
Cambodia,PNH,Phnom-Penh,Phnom-Penh,11.55,104.85
Micronesia,PNI,Pohnpei,,7.016667,158.233333
Indonesia,PNK,Supadio,Pontianak,-0.05,109.383333
Italy,PNL,Pantelleria,Pantelleria,36.816667,11.966667
USA,PNN,"Princeton, ME",,45.202778,-67.566667
Mexico,PNO,Pinotepa Nacional,,16.35,-98.066667
Papua New Guin,PNP,Girua,Popondetta,-8.766667,148.216667
India,PNQ,Pune International,Pune,18.583333,73.916667
Congo (the),PNR,Pointe Noire,Pointe Noire,-4.816111,11.886667
USA,PNS,Pensacola,Pensacola,30.466667,-87.183333
Chile,PNT,Teniente J.Gallardo,Puerto Natales,-51.683333,-72.516667
USA,PNU,"Panguitch, UT",,37.833333,-112.383333
Lithuania,PNV,Panevezys,Panevezys,55.733333,24.35
USA,PNX,"Grayson County, TX",Sherman-Denison,33.633333,-96.583333
India,PNY,Pendicherry,,11.968611,79.81
Brazil,PNZ,Petrolina,"Petrolina, PE",-9.383333,-40.5
Brasil,POA,Porto Alegre,Porto Alegre,-29.984444,-51.171389
USA,POB,Fayetteville,Fayetteville,35.170833,-79.014444
USA,POC,"Brackett Field, CA",La Verne,34.083333,-117.783333
Senegal,POD,Podor,,16.666667,-14.966667
USA,POE,"Polk AAF, LA",Fort Polk,31.033333,-93.183333
USA,POF,"Earl Fields Memorial,",Poplar Bluff,36.75,-90.5
Gabon,POG,Port Gentil,Port Gentil,-0.716667,8.75
USA,POH,"Municipal, IA",Pocahontas,42.75,-94.65
Bolivia,POI,Potosi,,-19.533333,-65.75
Brazil,POJ,"Patos de Minas, MG",,40.683333,19.65
Mozambique,POL,Pemba,,-12.986667,40.5225
Papua New Guinea,POM,Port Moresby,Port Moresby,-9.433333,147.22
Guatemala,PON,Poptun,,16.35,-89.433333
Brazil,POO,"Pocos de Caldas, MG",,-21.841389,-46.5675
Dominican Republic,POP,Puerto Plata,Puerto Plata,19.8,-70.666667
USA,POQ,"Polk Inlet, AK",,55.35,-132.5
Finland,POR,Pori,Pori,61.466667,21.8
Trinidad and Tobago,POS,Port O Spain,Port Of Spain,10.65,-61.516667
Jamaica,POT,Ken Jones,Port Antonio,18.166667,-76.45
USA,POU,Poughkeepsie,Poughkeepsie,41.633333,-73.883333
Slovakia,POV,Presov,Presov,49.029722,21.315556
Slovenia,POW,portoroz,portoroz,45.473333,13.615
France,POX,Pontoise,Pontoise,49.096667,2.040833
USA,POY,"Powell-Lovell, WY",,44.866667,-108.8
Poland,POZ,Poznan,Poznan,52.421111,16.826389
USA,PPA,"Perry Lefors Field, TX",Pampa,35.533333,-100.95
Brazil,PPB,"Presidente Prudente, SP",,-22.177778,-51.418333
USA,PPC,"Prospect Creek, AK",,66.8,-150.633333
Puerto Rico,PPD,Palmas del Mar,Humacao,18.2375,-66.369167
Mexico,PPE,Puerto Penasco,,31.583333,-113.833333
USA,PPF,"Tri-City, KS",Parsons,37.333333,-95.5
American Samoa,PPG,Pago Pago,Pago Pago,-14.333333,-170.716667
Venezuela,PPH,Peraitepuy,,4.566667,-61.483333
Australia,PPI,"Port Pirie, SA",,-33.233333,138.0
Indonesia,PPJ,Pulau Panjang,,-5.633333,106.55
Kazakstan,PPK,Petropavlovsk,,54.783333,69.183333
Nepal,PPL,Phaplu,,27.516667,86.583056
USA,PPM,"Pompano Beach, FL",,26.233333,-80.127778
Colombia,PPN,"Guillermo Leon Valencia, C",Popayan,2.45,-76.616667
Bahamas,PPO,Powell Point,,24.899722,-76.360833
Australia,PPP,"Prosperpine, QL",,-20.483333,148.55
New Zealand,PPQ,Paraparaumu,,-40.904722,174.989167
Indonesia,PPR,Pasir Pangarayan,,0.833333,100.366667
Philippines,PPS,"Puerto Princesa, PA",,9.733333,118.75
French Polynesia,PPT,PAPEETE,PAPEETE,-17.556667,-149.611389
Myanmar,PPU,Hpapun,,18.066667,97.45
USA,PPV,"Port Protection, AK",,56.333333,-133.666667
United Kingdom of Great Britain and Northern Ireland,PPW,Papa Westray (Orkneys),,59.416667,-2.75
Papua New Guin,PPX,Param,,-9.995833,149.591667
Brazil,PPY,"Pouso Alegre, MG",,-22.289167,-45.919167
Venezuela,PPZ,Puerto Paez,,6.2,-67.45
Vietnam,PQC,Duong Dang,Phu Quoc,10.25,104.0
USA,PQI,Northern Maine Region,Presque Isle,46.683333,-68.05
Mexico,PQM,Palenque,,17.5,-92.008333
Australia,PQQ,"Port Macquarie, NS",,-31.633333,152.916667
USA,PQS,"Pilot Station, AK",,61.933333,-162.883333
Argentina,PRA,"Gral.Urquiza, ER",Parana,-31.783333,-60.483333
USA,PRB,"Municipal, CA",Paso Robles,35.666667,-120.633333
USA,PRC,"Ernest A. Love Field, AZ",Prescott,34.65,-112.416667
Australia,PRD,"Pardoo, WA",,-20.133333,119.583333
Colombia,PRE,Pore,Pore,5.733333,-71.983333
USA,PRF,"Port Johnson, AK",,55.122222,-132.05
Czech Republic,PRG,Prague,Prague,50.066667,14.433333
Thailand,PRH,Phrae,,18.116667,100.016667
Seychelles,PRI,PRASLIN ISLA,Praslin Island,-4.316667,55.733333
Italy,PRJ,Capri,,40.583333,14.233333
South Africa,PRK,Prieska,,-29.666667,22.7
USA,PRL,"Port Oceanic, AK",,60.208333,-147.819444
Portugal,PRM,Portimao,,37.133333,-8.533333
Kosovo,PRN,Pristina,Pristina,42.572778,21.035833
USA,PRO,"Municipal, IA",Perry,18.6,-74.05
France,PRP,Propriano,,41.666667,8.9
Argentina,PRQ,"Presidencia Rogue Saenz Pena, CH",,-26.766667,-60.266667
Guyana,PRR,Paruima,,5.816667,-61.016667
Solomon Island,PRS,"Parasi, South Malaita",,-9.716667,161.4
USA,PRT,Coast Guard Heliport,Point Retreat,47.533333,12.516667
Myanmar,PRU,Prome,,18.933333,-95.216667
Czech Republic,PRV,Prerov,Prerov,49.425833,17.404722
USA,PRW,"Prentice, WI",,45.55,-90.283333
USA,PRX,"Cox Field, TX",Paris,33.633333,-95.45
South Africa,PRY,Wonderboom,Pretoria,-25.65,28.216667
USA,PRZ,"Prineville, OR",,44.3,-120.85
Italy,PSA,Pisa,Pisa,43.683333,10.4
USA,PSB,Philipsbur,Philipsburg (Clearfi,60.933333,7.2
USA,PSC,Pasco,Pasco,46.264722,-119.119167
Egypt,PSD,Port Said,Port Said,31.283333,32.233333
Puerto Rico,PSE,Mercedita,Ponce,17.983333,-66.4
USA,PSF,"Pittsfield, MA",,42.433333,-73.3
USA,PSG,"Municipal, AK",Petersburg,56.8,-132.983333
Germany,PSH,St.Peter,St.Peter,54.316667,8.683333
Pakistan,PSI,Pasni,,25.3,63.366667
Indonesia,PSJ,Kasigunou,Poso,-1.383333,120.733333
USA,PSK,"New River Valley, VA",Dublin,37.116667,-80.683333
United Kingdom of Great Britain and Northern Ireland,PSL,Scone,Perth,56.4,-3.466667
USA,PSM,Portsmouth,Portsmouth,43.078056,-70.823333
USA,PSN,"Palestine, TX",,31.779722,-95.706389
Colombia,PSO,"Cano, NA",Pasto,1.466667,-77.25
USA,PSP,Palm Springs,Palm Springs,33.833333,-116.5
USA,PSQ,"SPB, PA",Philadelphia,29.483333,31.066667
Italy,PSR,Pescara,Pescara,42.466667,14.216667
Argentina,PSS,"General San Martin, MI",Posadas,-27.416667,-55.95
Cuba,PST,Preston,,20.75,-75.65
Indonesia,PSU,Pangsuma,Putussibau,0.833333,112.933333
United Kingdom of Great Britain and Northern Ireland,PSV,Papa Stour,,,
Brazil,PSW,"Passos, MG",,-20.716667,-46.616667
USA,PSX,"Palacios, TX",,28.7,-96.216667
Falkland Islan,PSY,Port Stanley,,-51.75,-59.0
Bolivia,PSZ,Puerto Suarez,,-18.966667,-57.866667
USA,PTA,"Port Alsworth, AK",,60.2,-154.333333
USA,PTB,"Municipal, VA",Petersburg,37.183333,-77.516667
USA,PTC,"Port Alice, AK",,55.791667,-133.6
USA,PTD,"Port Alexander, AK",,56.25,-134.65
Australia,PTE,"Port Stephens, NS",,-32.75,153.8
Fiji,PTF,Malolo Lailai,,-17.783056,177.216389
South Africa,PTG,Pietersburg,,-23.916667,29.466667
USA,PTH,"Municipal, AK",Port Heiden,56.966667,-158.633333
Australia,PTI,"Port Douglas, QL",,-16.483333,145.45
Australia,PTJ,"Portland, VI",,-38.383333,141.633333
USA,PTK,"Pontiac, mi","Pontiac, mi",42.666667,-83.4
USA,PTL,"Port Armstrong, AK",,56.297222,-134.6625
Venezuela,PTM,"Palmarito, AP",,7.566667,-70.183333
USA,PTN,"Williams Memorial, LA",Patterson,29.75,-91.308333
Brazil,PTO,"Municipal, PR",Pato Branco,-26.216667,-52.666667
Guadeloupe,PTP,Pointe-a-Pitre,Pointe-a-Pitre,16.266667,-61.533333
Brazil,PTQ,"Porto de Moz, PA",,-1.738889,-52.244444
USA,PTR,"Pleasant Harbour, AK",,57.833333,-153.25
USA,PTS,"Atkinson Municipal, KS",Pittsburg,37.45,-94.733333
USA,PTT,"Pratt, KS",,37.7,-98.75
USA,PTU,"Platinum, AK",,59.016667,-161.816667
USA,PTV,"Porterville, CA",,36.033333,-119.066667
USA,PTW,"Pottstown, PA",,40.233333,-75.65
Colombia,PTX,"Pitalito, HU",,1.85,-76.033333
Panama,PTY,Panama City,Panama City,8.966667,-79.533333
Ecuador,PTZ,Pastaza,,-1.516667,-78.041667
Papua New Guin,PUA,Puas,,-2.4,150.233333
USA,PUB,Pueblo,Pueblo,38.283333,-104.5
USA,PUC,"Municipal, UT",Price,39.602778,-110.75
Argentina,PUD,"Puerto Deseado, SC",,-47.716667,-65.916667
Panama,PUE,Puerto Obaldia,,8.683333,-77.533333
France,PUF,Pau,Pau,43.38,-0.418611
Australia,PUG,"Port Augusta, SA",,-32.540278,137.716667
Mexico,PUH,Pochutla,,15.7,-96.466667
Papua New Guin,PUI,Pureni,,-5.833333,142.833333
Dominican Republic,PUJ,Punta Cana,Punta Cana,18.5675,-68.363333
French Polynes,PUK,"Pukarua, TU",,-18.133333,-136.0
USA,PUL,"SPB, WA",Poulsbo,47.733333,-122.65
Indonesia,PUM,Pomala,,-3.666667,119.8
Congo (the Democratic Republic of the),PUN,Punia,,-1.366667,26.333333
USA,PUO,"Prudhoe Bay, AK",,54.95,-1.85
Burkina Faso,PUP,Po,,11.166667,-1.15
Chili,PUQ,Punta Arenas,Punta Arenas,-53.1,-70.883333
Bolivia,PUR,Puerto Rico,,-11.116667,-67.5
South Korea,PUS,Pusan,Pusan,35.179444,128.938333
India,PUT,Puttaprathe,Puttaparthi,10.816667,76.2
Colombia,PUU,"3 de Mayo, PU",Puerto Asis,0.5,-76.416667
New Caledonia,PUV,Malabu,Poum,,
USA,PUW,Pullman,Pullman,46.75,-117.116667
Chile,PUX,El Mirador,Puerto Varas,-33.966667,-70.816667
Croatia,PUY,Pula,Pula,44.883333,13.916667
Nicaragua,PUZ,Puerto Cabezas,,14.047222,-83.386667
Colombia,PVA,"Providencia, SA",,13.35,-81.35
USA,PVC,"Provincetown, MA",,42.066667,-70.216667
USA,PVD,Providence,Providence,41.733333,-71.433333
Panama,PVE,El Porvenir,,9.583333,-79.0
USA,PVF,"Placerville, CA",,38.716667,-120.8
China,PVG,Shanghai,Shanghai,31.143333,121.805278
Brazil,PVH,"Ter Guapore, RO",Porto Velho,-8.709167,-63.902222
Brazil,PVI,"Paranavai, PR",,-23.09,-52.488611
Greece,PVK,Preveza,Preveza/Lefkas,38.926389,20.765278
Bulgaria,PVN,Pleven,Pleven,42.0,24.5
Ecuador,PVO,Portoviejo,,-1.034167,-80.467222
Mexico,PVR,P. Vallarta,Puerto Vallarta,20.68,-105.254167
Russia (CIS),PVS,Provideniya Bay,,64.383333,173.3
USA,PVU,"Municipal, UT",Provo,40.233333,-111.716667
USA,PVW,"Hale County, TX",Plainview,34.166667,-101.716667
Russia (CIS),PVX,Provedenia,,64.366667,173.233333
USA,PVY,"Pope Vanoy, AK",,59.316667,-154.916667
USA,PVZ,"Casement, OH",Painesville,41.733333,-81.216667
USA,PWA,"Wiley Post, OK",Oklahoma City,35.534167,-97.666667
USA,PWD,"Sherwood, MT",Plentywood,48.766667,-104.55
Russia (CIS),PWE,Pevek,,69.783333,170.6
Ethiopia,PWI,Beles,Pawi,11.333333,36.416667
USA,PWK,Chicago Executive Airport,Chicago,42.0,-87.966667
Indonesia,PWL,Purwokerto,,7.45,109.416667
USA,PWM,Portland,Portland,43.65,-70.3
Bahamas,PWN,"Pittstown, Crooked Island",,22.833333,-74.35
Congo (the Democratic Republic of the),PWO,Pweto,,-8.466667,28.883333
Kazakstan,PWQ,Pavlodar,,52.183333,77.066667
USA,PWR,"Port Walter, AK",,56.383333,-134.65
USA,PWT,"National, WA",Bremerton,47.483333,-122.75
USA,PXL,"Polacca, AZ",,35.833333,-110.383333
Mexico,PXM,Puerto Escondido,,15.833333,-97.166667
Portugal,PXO,Porto Santo,Porto Santo,33.066667,-16.35
Vietnam,PXU,Cu-Hanh,Pleiku,14.003056,108.021389
Colombia,PYA,Puerto Boyaca,,5.75,-74.4
India,PYB,Jeypore,,18.85,82.583333
Panama,PYC,Playon Chico,,9.3,-78.25
Cook Islands,PYE,Penrhyn,,-9.016667,-158.033333
Venezuela,PYH,"Casique Aramare, A",Puerto Ayacucho,5.6,-67.5
Russia (CIS),PYJ,Polyarny,,66.416667,112.05
USA,PYL,"SPB, AK",Perry Island,60.683333,-147.916667
USA,PYM,"Plymouth, MA",,41.966667,-70.683333
Colombia,PYN,Payan,,1.8,-78.166667
Ecuador,PYO,Putumayo,,0.066667,-75.866667
Greece,PYR,ANDRAVIDA,PYRGOS,37.683333,21.466667
Panama,PYV,Yaviza,,8.133333,-77.7
Thailand,PYX,Pattaya,,12.95,100.883333
Colombia,PZA,"Paz de Ariporo, CS",,5.783333,-71.816667
South Africa,PZB,Pietermaritzburg,,-29.648889,30.398611
United Kingdom of Great Britain and Northern Ireland,PZE,Eastern Green,Penzance,50.116667,-5.666667
Pakistan,PZH,Zhob,,32.066667,69.833333
Cook Islands,PZK,Puka Puka Island,,58.053056,26.237778
South Africa,PZL,Zulu Inyala,Phinda,-27.866667,32.3
Venezuela,PZO,Puerto Ordaz,Puerto Ordaz,8.3,-62.733333
Sudan,PZU,Port Soedan,Port Soedan,19.433611,37.234167
Slovakia,PZY,Piestani,Piestani,48.625278,17.828333
France,QAM,Amiens/Glisy,Amiens/Glisy,,
Italy,QAQ,L'Aquila,L'Aquila,,
Canada,QBC,"Bella Coola, BC",,52.3875,-126.595833
France,QBQ,Besancon,Besancon,,
Germany,QCB,Bamberg Airport,Bamberg,,
United Kingdom of Great Britain and Northern Ireland,QCY,Coningsby Aerodrome,Lincolnshire,,
Germany,QEF,Egelsbach,Egelsbach,,
Italy,QEZ,Pratica,Pratica di Mare,,
Germany,QFB,Freiburg,Freiburg,,
Algeria,QFD,Boufarik Afb,Boufarik,,
United Kingdom of Great Britain and Northern Ireland,QFO,Duxford,Duxford,,
France,QFU,Charleville Mezieres,Charleville Mezieres,,
Spain,QGN,Tarragona,Tarragona,,
Germany,QGV,Neu Isenburg,Frankfurt,49.683333,10.533333
Hungary,QGY,Per,Per,47.627222,17.808333
Belgium,QHA,Hasselt,Hasselt,,
Germany,QHU,Husum-Schwesing,Husum-Schwesing,,
France,QIE,Istres/Le Tube,Istres/Le Tube,,
Germany,QKA,KARLSRUHE,Karlsruhe,,
United Kingdom of Great Britain and Northern Ireland,QLA,Lasham,Lasham,,
Germany,QLG,Landshut,Landshut,,
Italy,QLP,Luni Airport,Sarzana,,
Switzerland,QLS,Lausanne,Lausanne,,
Austria,QLX,Lauterach,Lauterach,47.483056,9.733056
Italy,QMM,Marina di Massa,,42.766667,10.233333
Libya,QMQ,Murzuq,,25.904444,13.897222
USA,QMV,"Montvale, NJ",,43.866667,1.6
Germany,QMZ,Mainz/Finthen,Mainz/Finthen,,
France,QNJ,Annemasse,Annemasse,,
Belgium,QNM,Namen,Namen,,
France,QNX,MACON,Macon,,
USA,QNY,"Marine Air Terminal, NY",New York,5.5,-70.483333
Italy,QPA,Padova,Padova,,
Singapore,QPG,Paya Lebar,,1.360556,103.909444
Italy,QPZ,Piacenza,Piacenza,,
South Africa,QRA,Randgermiston,Johannesburg,-26.2425,28.151111
Mexico,QRO,Queretaro,,20.617222,-100.185556
Spain,QSA,Sabadell,Sabadell,,
Italy,QSR,Salerno,Salerno,,
Norway,QTP,Tana,Tana,,
Italy,QTV,Treviso,Treviso,,
Libya,QUB,Ubari,,26.6,12.768889
United Kingdom of Great Britain and Northern Ireland,QUG,Chichester/Goodwood,Chichester/Goodwood,,
USA,QWG,"Willgrove Air Park, NC",Charlotte,35.213889,-80.67
France,QYR,TROYES,Troyes,,
,QZN,Plzen/Line Airport,Plzen,,
Papua New Guin,RAA,Rakanda,,-4.166667,152.466667
Papua New Guin,RAB,Rabaul,,-4.340556,152.379722
USA,RAC,"Horlick, WI",Racine,42.757778,-87.820833
Virgin Islands,RAD,Beef Island,"Road Town, Tortola",18.45,-64.6
Saudia Arabia,RAE,Arar,,30.966667,40.983333
New Zealand,RAG,Raglan,,-37.8,174.883333
Saudia Arabia,RAH,Rafha,,29.65,43.5
Cape Verde Islands,RAI,Praia,Praia,14.925278,-23.503056
India,RAJ,Rajkot,,22.316667,70.783333
Morocco,RAK,Marrakech,Marrakech,31.606944,-8.036389
USA,RAL,"Municipal, CA",Riverside,33.95,-117.433333
Australia,RAM,"Ramingining, NT",,-12.0,134.816667
Italy,RAN,La Spreta,Ravenna,44.366667,12.216667
Brazil,RAO,"Leite Lopes, SP",Ribeirao Preto,-21.134167,-47.774167
USA,RAP,"Regional, SD",Rapid City,44.033333,-103.05
Indonesia,RAQ,Sugi Manuru,Raha,-4.85,122.716667
Cook Islands,RAR,Rarotonga,,-21.2,-159.8
Iran,RAS,Rasht,,37.333333,49.6
Russia (CIS),RAT,Raduzhnyi,,62.15,77.333333
Bangladesh,RAU,Rangpur,,25.75,89.233333
Colombia,RAV,"Cravo Norte, AR",,6.316667,-70.183333
Papua New Guin,RAW,Arawa,,-6.366667,155.383333
Papua New Guin,RAX,Oram,,-9.672222,148.033333
United Kingdom of Great Britain and Northern Ireland,RAY,Heliport,Rothesay,55.85,-5.05
Pakistan,RAZ,Rawalakot,,33.866667,73.766667
Morocco,RBA,Rabat,Rabat,34.05,-6.75
Brazil,RBB,"Borba, AM",,-4.4,-59.583333
Australia,RBC,"Robinvale, VI",,-34.65,142.783333
USA,RBD,"Redbird, TX",Dallas,7.716667,40.916667
Kampuchea,RBE,Ratanakiri,,13.833333,107.0
USA,RBF,"City Airport, CA",Big Bear,34.266667,-116.85
USA,RBG,"Municipal, OR",Roseburg,43.233333,-123.35
USA,RBH,"Brooks Lodge, AK",,58.55,-155.8
Fiji,RBI,Rabi,,-17.033333,178.916667
Japan,RBJ,Rebun,,45.383333,141.033333
USA,RBK,"French Valley, CA",Rancho,-14.333333,-66.5
USA,RBL,"Municipal, CA",Red Bluff,40.15,-122.25
Germany,RBM,Wallmuehle,Straubing,48.816667,12.566667
USA,RBN,"Fort Jefferson, FL",,19.833333,-72.5
Bolivia,RBO,Robore,,-18.333333,-59.75
Papua New Guin,RBP,Rabaraba,,-9.983333,149.833333
Bolivia,RBQ,Rurrenabaque,,-14.45,-67.55
Brazil,RBR,"Presidente Medici, AC",Rio Branco,-10.0,-67.816667
Australia,RBS,"Orbost, VI",,-37.7,148.5
Kenya,RBT,Marsabit,,2.333333,37.983333
Australia,RBU,"Roebourne, WA",,-20.766667,117.15
Solomon Island,RBV,Ramata,,58.05,25.1
USA,RBW,"Municipal, SC",Walterboro,32.9,-80.666667
USA,RBY,"Municipal, AK",Ruby,64.733333,-155.483333
USA,RCA,Rapid City,Rapid City,44.145,-103.103611
South Africa,RCB,Richard's Bay,,-28.741111,32.092222
USA,RCE,"Roche Harbor, WA",,48.616667,-123.116667
Colombia,RCH,"Almirante Padilla, LG",Rio Hacha,11.533333,-72.933333
USA,RCK,"Coffield, TX",Rockdale,30.65,-97.0
Vanuatu,RCL,Redcliff,,-15.483333,167.833333
Australia,RCM,"Richmond, QL",,-20.716944,143.116667
Australia,RCN,"American River, SA",,-35.783333,137.783333
France,RCO,Saint-Agnant,Rochefort,45.890556,-0.980556
Argentina,RCQ,"Reconquista, SF",,-29.183333,-59.7
USA,RCR,"Fulton County, IN",Rochester,49.916667,-0.966667
United Kingdom of Great Britain and Northern Ireland,RCS,Rochester,Rochester,51.35,0.5
USA,RCT,"Miller Field, MI",Reed City,43.9,-85.516667
Argentina,RCU,"Rio Cuarto, CD",,-33.1,-64.266667
Bahamas,RCY,Rum Cay,,23.65,-74.85
Australia,RDA,"Rockhampton Downs, NT",,-18.95,135.2
USA,RDB,"Red Dog, AK",,68.032222,-162.899167
Brazil,RDC,"Redencao, PA",,-8.030278,-49.98
USA,RDD,Redding,Redding,40.5,-122.3
Indonesia,RDE,Merdei,,-1.583333,133.333333
USA,RDG,Reading,Reading,40.383333,-75.966667
USA,RDM,Redmond,Redmond,44.25,-121.15
USA,RDR,"Grand Forks AFB, ND",Red River,58.4,-1.75
Argentina,RDS,"Rincon de los Sauces, NE",,,
Senegal,RDT,Richard Toll,,16.433333,-15.65
USA,RDU,Raleigh-Durham,Raleigh-Durham,35.877778,-78.7875
USA,RDV,"Red Devil, AK",,61.833333,-157.333333
France,RDZ,Rodez,Rodez,44.366667,2.516667
French Polynes,REA,"Reao, TU",,-19.0,-135.1
Germany,REB,Rechlin-Larz,,53.35,12.733333
Brasil,REC,Recife,Recife,-8.125833,-34.923889
USA,RED,Mifflin Count,Reedsville-Lewistown,40.683333,-77.616667
USA,REE,"Reese AFB, TX",Lubbock,-18.55,126.75
Italy,REG,Reggio Calabria,Reggio Calabria,38.066667,15.65
USA,REH,"Rehoboth Beach, DE",,38.716667,-75.133333
French Guyana,REI,Regina,,4.316667,-52.133333
Iceland,REK,Reykjavik,Reykjavik,,
Argentina,REL,TRELEW,Trelew,-43.210556,-65.270278
Russia (CIS),REN,Tsentralny,Orenburg,51.783333,55.116667
USA,REO,"State, OR",Rome,42.590556,-117.867222
Kampuchea,REP,Siem-Reap,,13.416667,103.816667
Guatemala,RER,Base Aerea del Sur,Retalhuleu,14.533333,-91.683333
Argentina,RES,"Resistencia, CH",,-27.466667,-58.983333
Norway,RET,Rost,,67.483333,12.083333
Spain,REU,Reus,Reus,41.15,1.116667
India,REW,Rewa,,24.533333,81.3
Mexico,REX,General Lucio Blanco Int'l,Reynosa,26.066667,-98.266667
Bolivia,REY,Reyes,,-14.316667,-67.266667
Brazil,REZ,"Resende, RJ",,,
Central Africa,RFA,Rafai,,4.988611,23.927778
USA,RFD,"Greater Rockford, IL",Rockford,42.2,-89.1
USA,RFG,"Rooke Field, TX",Refugio,-41.066667,-72.466667
USA,RFK,"Rollang Field, MS",Anguilla,32.966667,-90.833333
Iceland,RFN,Raufarhofn,,66.416667,-15.916667
French Polynes,RFP,"Uturoa, SO",Raiatea,-16.716667,-151.45
Costa Rica,RFR,Rio Frio o Progreso,,10.333333,-83.883333
Nicaragua,RFS,Rosita,,,
Argentina,RGA,"Rio Grande, TF",,-53.783333,-67.766667
Papua New Guin,RGE,Porgera,,-5.5,143.083333
India,RGH,Balurghat,,25.216667,88.783333
French Polynes,RGI,"Rangiroa, TU",,-14.966667,-147.666667
Argentina,RGL,Rio Gallegos,Rio Gallegos,-51.65,-69.2
Myanmar,RGN,Yangon,Yangon,16.852778,96.133333
USA,RGR,"Municipal, TX",Ranger,32.466667,-98.683333
Spain,RGS,Burgos,Burgos,,
Indonesia,RGT,Japura,Rengat,-0.4,102.333333
Iceland,RHA,Reykholar,,65.333333,-20.583333
Argentina,RHD,"Las Termas, SE",Rio Hondo,-27.466667,-64.916667
France,RHE,Reims/Champa,Reims,49.316667,4.066667
Rwanda,RHG,Ruhengeri,,-1.5,29.633333
USA,RHI,Rhinelander,Rhinelander,45.633333,-89.45
Australia,RHL,"Roy Hill, WA",,-22.633333,119.966667
Greece,RHO,Rhodos,Rhodes,36.400833,28.083889
Nepal,RHP,Ramechap,,27.333333,87.008333
USA,RHV,"Reid-Hillview, CA",San Jos�,22.916667,-80.883333
Brazil,RIA,"Santa Maria, RS",,-29.683056,-53.691667
Bolivia,RIB,Riberalta,,-11.016667,-66.083333
USA,RIC,Richmond,Richmond,37.5,-77.316667
USA,RID,"Richmond, IN",,39.757222,-84.842778
USA,RIE,"Rice Lake, WI",,45.5,-91.733333
USA,RIF,"Reynolds, UT",Richfield,38.75,-112.1
Brazil,RIG,"Rio Grande, RS",,-32.083333,-52.166667
Peru,RIJ,Rioja,,-6.166667,-77.083333
Costa Rica,RIK,Carrillo,,,
USA,RIL,"Garfield County, CO",Rifle,39.516667,-107.716667
Peru,RIM,San Nicolas,Rodriguez de Mendoza,-6.333333,-77.416667
Solomon Island,RIN,Ringi Cove,,-8.2,157.033333
Brasil,RIO,Rio de Janeiro,Rio de Janeiro,,
USA,RIR,"Flabob, CA",Riverside,-29.666667,30.016667
Japan,RIS,Rishiri Island,,45.183333,141.25
Peru,RIT,Rio Tigre,,9.25,-78.5
USA,RIV,march afb,riverside,33.880833,-117.259444
USA,RIW,"Municipal, WY",Riverton,43.064167,-108.459722
Latvia,RIX,Riga,Riga,56.923611,23.971111
Yemen,RIY,RIYAN/MUKULL,Riyan/Mukulla,14.65,49.333333
Panama,RIZ,Rio Alzucar,,9.383333,-78.8
India,RJA,Rajahmundry,,16.983333,81.783333
Nepal,RJB,Rajbiraj,,26.516667,86.733333
Bangladesh,RJH,Rajshahi,,24.416667,88.508333
India,RJI,Rajouri,,33.368611,74.3025
Croatia,RJK,Rijeka,Rijeka,45.333333,14.591667
Spain,RJL,Legro�o,Legro�o,-29.5,-61.7
Iran,RJN,Kerman,Rafsanjan,30.297778,56.051111
USA,RKC,"Yreka, CA",,41.733333,-122.633333
USA,RKD,"Knox County, ME",Rockland,44.066667,-69.1
Denmark,RKE,Copenhagen,Copenhagen,55.583333,12.133333
USA,RKH,"Rock Hill, SC",,34.933333,-81.016667
Indonesia,RKI,Rokot,,-0.95,100.75
Indonesia,RKO,Rokot,Sipora,-2.083333,99.683333
USA,RKP,"Aransas County, TX",Rockport,28.083333,-97.033333
USA,RKR,"Robert S.Kerr, OK",Poteau,35.05,-94.616667
USA,RKS,"Sweetwater County, WY",Rock Springs,41.6,-109.066667
United Arab Emirates (the),RKT,Ras Al Khaymah,Ras Al Khaymah,25.613611,55.938889
Papua New Guin,RKU,Kairuku,Yule Island,-8.816667,146.516667
